layer,layerName,stage,sparsity,eval_loss,eval_top1,eval_top5
14,layer2.0.downsample.0,1,0.09999999999999999,0.9865 (0.9626),75.0000 (76.0120),92.5781 (92.9340)
14,layer2.0.downsample.0,2,0.19999999999999998,0.9865 (0.9626),75.0000 (76.0100),92.5781 (92.9360)
14,layer2.0.downsample.0,2,0.19999999999999998,0.9509 (0.9626),76.1719 (76.0100),93.3594 (92.9360)
14,layer2.0.downsample.0,3,0.3,0.9861 (0.9625),75.0000 (76.0180),92.5781 (92.9560)
14,layer2.0.downsample.0,3,0.3,0.9507 (0.9625),76.1719 (76.0180),93.3594 (92.9560)
14,layer2.0.downsample.0,4,0.39999999999999997,0.9892 (0.9629),75.0000 (75.9920),92.9688 (92.9620)
14,layer2.0.downsample.0,4,0.39999999999999997,0.9497 (0.9629),75.7812 (75.9920),93.3594 (92.9620)
14,layer2.0.downsample.0,5,0.5,0.9906 (0.9634),75.0000 (75.9600),92.9688 (92.8600)
14,layer2.0.downsample.0,5,0.5,0.9557 (0.9634),75.7812 (75.9600),93.3594 (92.8600)
14,layer2.0.downsample.0,6,0.6,0.9560 (0.9646),75.3906 (75.9120),93.3594 (92.8760)
14,layer2.0.downsample.0,6,0.6,0.9899 (0.9646),75.0000 (75.9120),92.9688 (92.8760)
14,layer2.0.downsample.0,7,0.7000000000000001,0.9901 (0.9674),74.6094 (75.8900),92.5781 (92.8160)
14,layer2.0.downsample.0,7,0.7000000000000001,0.9523 (0.9674),75.7812 (75.8900),93.3594 (92.8160)
14,layer2.0.downsample.0,8,0.7999999999999999,0.9603 (0.9709),74.6094 (75.6840),92.9688 (92.7900)
14,layer2.0.downsample.0,8,0.7999999999999999,0.9962 (0.9709),74.2188 (75.6840),93.3594 (92.7900)
14,layer2.0.downsample.0,9,0.9,0.9843 (0.9995),74.2188 (75.0240),92.5781 (92.4220)
14,layer2.0.downsample.0,9,0.9,1.0227 (0.9995),73.8281 (75.0240),92.1875 (92.4220)
15,layer2.1.conv1,1,0.09999999999999999,0.9510 (0.9626),76.1719 (76.0120),93.3594 (92.9340)
15,layer2.1.conv1,1,0.09999999999999999,0.9865 (0.9626),75.0000 (76.0120),92.5781 (92.9340)
15,layer2.1.conv1,2,0.19999999999999998,0.9511 (26664367672258.2773),76.1719 (76.0100),93.3594 (92.9320)
15,layer2.1.conv1,2,0.19999999999999998,0.9865 (26664367672258.2773),75.0000 (76.0100),92.5781 (92.9320)
15,layer2.1.conv1,3,0.3,0.9866 (0.9626),75.0000 (75.9960),92.5781 (92.9360)
15,layer2.1.conv1,3,0.3,0.9508 (0.9626),76.1719 (75.9960),93.3594 (92.9360)
15,layer2.1.conv1,4,0.39999999999999997,0.9514 (0.9627),76.1719 (76.0120),93.3594 (92.9380)
15,layer2.1.conv1,4,0.39999999999999997,0.9869 (0.9627),74.6094 (76.0120),92.5781 (92.9380)
15,layer2.1.conv1,5,0.5,0.9875 (0.9626),75.0000 (75.9920),92.5781 (92.9340)
15,layer2.1.conv1,5,0.5,0.9519 (0.9626),76.1719 (75.9920),93.3594 (92.9340)
15,layer2.1.conv1,6,0.6,0.9881 (0.9627),74.6094 (75.9620),92.5781 (92.9740)
15,layer2.1.conv1,6,0.6,0.9513 (0.9627),76.1719 (75.9620),93.3594 (92.9740)
15,layer2.1.conv1,7,0.7000000000000001,0.9526 (0.9632),76.1719 (75.9820),93.3594 (92.9840)
15,layer2.1.conv1,7,0.7000000000000001,0.9902 (0.9632),74.6094 (75.9820),92.5781 (92.9840)
15,layer2.1.conv1,8,0.7999999999999999,0.9931 (0.9635),74.6094 (76.0100),92.5781 (92.9760)
15,layer2.1.conv1,8,0.7999999999999999,0.9549 (0.9635),75.7812 (76.0100),93.3594 (92.9760)
15,layer2.1.conv1,9,0.9,0.9690 (0.9676),75.3906 (75.8740),93.3594 (92.9360)
15,layer2.1.conv1,9,0.9,0.9986 (0.9676),74.6094 (75.8740),92.5781 (92.9360)
16,layer2.1.conv2,1,0.09999999999999999,0.9864 (0.9626),75.0000 (76.0240),92.5781 (92.9340)
16,layer2.1.conv2,1,0.09999999999999999,0.9511 (0.9626),76.1719 (76.0240),93.3594 (92.9340)
16,layer2.1.conv2,2,0.19999999999999998,0.9511 (0.9627),76.1719 (76.0220),93.3594 (92.9480)
16,layer2.1.conv2,2,0.19999999999999998,0.9862 (0.9627),75.0000 (76.0220),92.5781 (92.9480)
16,layer2.1.conv2,3,0.3,0.9850 (0.9628),75.0000 (76.0260),92.5781 (92.9140)
16,layer2.1.conv2,3,0.3,0.9527 (0.9628),75.7812 (76.0260),93.3594 (92.9140)
16,layer2.1.conv2,4,0.39999999999999997,0.9562 (0.9630),75.7812 (76.0140),93.3594 (92.9300)
16,layer2.1.conv2,4,0.39999999999999997,0.9844 (0.9630),74.6094 (76.0140),92.5781 (92.9300)
16,layer2.1.conv2,5,0.5,0.9605 (0.9644),75.7812 (76.0120),93.3594 (92.9100)
16,layer2.1.conv2,5,0.5,0.9824 (0.9644),75.0000 (76.0120),92.5781 (92.9100)
16,layer2.1.conv2,6,0.6,0.9893 (0.9671),75.0000 (75.9720),92.5781 (92.8220)
16,layer2.1.conv2,6,0.6,0.9651 (0.9671),76.1719 (75.9720),93.3594 (92.8220)
16,layer2.1.conv2,7,0.7000000000000001,1.0024 (0.9760),75.0000 (75.7520),92.5781 (92.6960)
16,layer2.1.conv2,7,0.7000000000000001,0.9794 (0.9760),75.3906 (75.7520),92.9688 (92.6960)
16,layer2.1.conv2,8,0.7999999999999999,0.9976 (0.9898),74.6094 (75.3880),92.5781 (92.5380)
16,layer2.1.conv2,8,0.7999999999999999,1.0183 (0.9898),74.2188 (75.3880),91.7969 (92.5380)
16,layer2.1.conv2,9,0.9,1.0656 (1.0621),73.4375 (73.5600),91.4062 (91.7600)
16,layer2.1.conv2,9,0.9,1.0710 (1.0621),72.6562 (73.5600),91.4062 (91.7600)
17,layer2.1.conv3,1,0.09999999999999999,0.9510 (0.9627),76.1719 (76.0200),93.3594 (92.9340)
17,layer2.1.conv3,1,0.09999999999999999,0.9864 (0.9627),75.0000 (76.0200),92.5781 (92.9340)
17,layer2.1.conv3,2,0.19999999999999998,0.9863 (0.9626),75.0000 (76.0060),92.5781 (92.9400)
17,layer2.1.conv3,2,0.19999999999999998,0.9511 (0.9626),76.1719 (76.0060),93.3594 (92.9400)
17,layer2.1.conv3,3,0.3,0.9861 (0.9626),75.0000 (76.0120),92.5781 (92.9420)
17,layer2.1.conv3,3,0.3,0.9513 (0.9626),76.1719 (76.0120),93.3594 (92.9420)
17,layer2.1.conv3,4,0.39999999999999997,0.9865 (0.9625),75.0000 (75.9880),92.5781 (92.9420)
17,layer2.1.conv3,4,0.39999999999999997,0.9504 (0.9625),76.1719 (75.9880),93.3594 (92.9420)
17,layer2.1.conv3,5,0.5,0.9499 (0.9625),76.1719 (75.9940),93.3594 (92.9460)
17,layer2.1.conv3,5,0.5,0.9885 (0.9625),74.6094 (75.9940),92.5781 (92.9460)
17,layer2.1.conv3,6,0.6,0.9888 (0.9621),74.6094 (76.0180),92.5781 (92.9080)
17,layer2.1.conv3,6,0.6,0.9499 (0.9621),75.7812 (76.0180),93.3594 (92.9080)
17,layer2.1.conv3,7,0.7000000000000001,0.9923 (0.9623),74.4048 (76.0220),92.5781 (92.9640)
17,layer2.1.conv3,7,0.7000000000000001,0.9503 (0.9623),76.1719 (76.0220),93.3594 (92.9640)
17,layer2.1.conv3,8,0.7999999999999999,0.9523 (26096308942890.7695),76.5625 (76.0140),93.3594 (92.8960)
17,layer2.1.conv3,8,0.7999999999999999,0.9945 (26096308942890.7695),74.6094 (76.0140),92.5781 (92.8960)
17,layer2.1.conv3,9,0.9,1.0044 (0.9739),75.0000 (75.6960),92.5781 (92.7700)
17,layer2.1.conv3,9,0.9,0.9582 (0.9739),76.1719 (75.6960),92.9688 (92.7700)
18,layer2.2.conv1,1,0.09999999999999999,0.9511 (0.9626),76.1719 (76.0180),93.3594 (92.9360)
18,layer2.2.conv1,1,0.09999999999999999,0.9864 (0.9626),75.0000 (76.0180),92.5781 (92.9360)
18,layer2.2.conv1,2,0.19999999999999998,0.9520 (0.9626),76.1719 (76.0080),93.3594 (92.9560)
18,layer2.2.conv1,2,0.19999999999999998,0.9858 (0.9626),75.0000 (76.0080),92.5781 (92.9560)
18,layer2.2.conv1,3,0.3,0.9868 (0.9628),75.0000 (75.9880),92.5781 (92.9420)
18,layer2.2.conv1,3,0.3,0.9518 (0.9628),76.1719 (75.9880),93.3594 (92.9420)
18,layer2.2.conv1,4,0.39999999999999997,0.9507 (0.9631),75.7812 (75.9900),93.3594 (92.9640)
18,layer2.2.conv1,4,0.39999999999999997,0.9850 (0.9631),75.0000 (75.9900),92.9688 (92.9640)
18,layer2.2.conv1,5,0.5,0.9845 (0.9641),74.6094 (76.0260),92.9688 (92.9580)
18,layer2.2.conv1,5,0.5,0.9542 (0.9641),76.1719 (76.0260),92.9688 (92.9580)
18,layer2.2.conv1,6,0.6,0.9539 (0.9660),76.1719 (76.0020),93.3594 (92.9160)
18,layer2.2.conv1,6,0.6,0.9870 (0.9660),74.2188 (76.0020),92.5781 (92.9160)
18,layer2.2.conv1,7,0.7000000000000001,0.9659 (0.9685),75.7812 (75.9460),92.9688 (92.8640)
18,layer2.2.conv1,7,0.7000000000000001,0.9911 (0.9685),75.3906 (75.9460),92.9688 (92.8640)
18,layer2.2.conv1,8,0.7999999999999999,0.9978 (0.9754),75.0000 (75.7680),92.8571 (92.7220)
18,layer2.2.conv1,8,0.7999999999999999,0.9660 (0.9754),75.3906 (75.7680),92.9688 (92.7220)
18,layer2.2.conv1,9,0.9,0.9999 (1.0012),74.6094 (75.0240),92.1875 (92.3200)
18,layer2.2.conv1,9,0.9,0.9907 (1.0012),75.0000 (75.0240),92.5781 (92.3200)
19,layer2.2.conv2,1,0.09999999999999999,0.9507 (0.9626),76.1719 (76.0120),93.3594 (92.9400)
19,layer2.2.conv2,1,0.09999999999999999,0.9864 (0.9626),75.0000 (76.0120),92.5781 (92.9400)
19,layer2.2.conv2,2,0.19999999999999998,0.9510 (0.9629),76.1719 (75.9800),93.3594 (92.9360)
19,layer2.2.conv2,2,0.19999999999999998,0.9866 (0.9629),75.0000 (75.9800),92.9688 (92.9360)
19,layer2.2.conv2,3,0.3,0.9856 (0.9627),75.0000 (75.9920),92.9688 (92.9500)
19,layer2.2.conv2,3,0.3,0.9514 (0.9627),76.1719 (75.9920),93.3594 (92.9500)
19,layer2.2.conv2,4,0.39999999999999997,0.9524 (0.9639),76.1719 (75.9920),93.3594 (92.9280)
19,layer2.2.conv2,4,0.39999999999999997,0.9875 (0.9639),75.0000 (75.9920),93.3594 (92.9280)
19,layer2.2.conv2,5,0.5,0.9570 (0.9650),76.1719 (75.9780),93.3594 (92.9040)
19,layer2.2.conv2,5,0.5,0.9869 (0.9650),74.6094 (75.9780),93.3594 (92.9040)
19,layer2.2.conv2,6,0.6,0.9875 (0.9672),74.6094 (75.9300),92.9688 (92.8220)
19,layer2.2.conv2,6,0.6,0.9621 (0.9672),75.7812 (75.9300),93.3594 (92.8220)
19,layer2.2.conv2,7,0.7000000000000001,0.9644 (0.9732),75.7812 (75.7700),92.9688 (92.7780)
19,layer2.2.conv2,7,0.7000000000000001,0.9925 (0.9732),75.0000 (75.7700),92.9688 (92.7780)
19,layer2.2.conv2,8,0.7999999999999999,0.9792 (0.9840),75.7812 (75.4440),92.9688 (92.6180)
19,layer2.2.conv2,8,0.7999999999999999,1.0039 (0.9840),74.2188 (75.4440),92.1875 (92.6180)
19,layer2.2.conv2,9,0.9,1.0375 (1.0257),73.4375 (74.5560),92.1875 (92.0840)
19,layer2.2.conv2,9,0.9,1.0364 (1.0257),74.2188 (74.5560),92.5781 (92.0840)
20,layer2.2.conv3,1,0.09999999999999999,0.9510 (0.9626),75.7812 (75.9980),93.3594 (92.9320)
20,layer2.2.conv3,1,0.09999999999999999,0.9864 (0.9626),75.0000 (75.9980),92.5781 (92.9320)
20,layer2.2.conv3,2,0.19999999999999998,0.9860 (0.9627),74.6094 (76.0060),92.9688 (92.9320)
20,layer2.2.conv3,2,0.19999999999999998,0.9513 (0.9627),76.1719 (76.0060),93.3594 (92.9320)
20,layer2.2.conv3,3,0.3,0.9817 (0.9628),74.6094 (75.9900),92.5781 (92.9300)
20,layer2.2.conv3,3,0.3,0.9517 (0.9628),76.1719 (75.9900),93.3594 (92.9300)
20,layer2.2.conv3,4,0.39999999999999997,0.9509 (0.9634),76.1719 (76.0140),93.3594 (92.9240)
20,layer2.2.conv3,4,0.39999999999999997,0.9807 (0.9634),74.6094 (76.0140),92.9688 (92.9240)
20,layer2.2.conv3,5,0.5,0.9833 (0.9648),74.6094 (76.0400),92.9688 (92.8980)
20,layer2.2.conv3,5,0.5,0.9522 (0.9648),76.1719 (76.0400),93.3594 (92.8980)
20,layer2.2.conv3,6,0.6,0.9550 (0.9664),75.3906 (75.9460),93.3594 (92.8840)
20,layer2.2.conv3,6,0.6,0.9896 (0.9664),74.4048 (75.9460),92.9688 (92.8840)
20,layer2.2.conv3,7,0.7000000000000001,0.9551 (0.9709),75.7812 (75.8920),92.9688 (92.8520)
20,layer2.2.conv3,7,0.7000000000000001,1.0013 (0.9709),75.0000 (75.8920),92.9688 (92.8520)
20,layer2.2.conv3,8,0.7999999999999999,0.9733 (0.9804),75.3906 (75.6120),92.5781 (92.7180)
20,layer2.2.conv3,8,0.7999999999999999,1.0106 (0.9804),74.2188 (75.6120),92.5781 (92.7180)
20,layer2.2.conv3,9,0.9,1.0003 (1.0083),75.3906 (74.9100),92.5781 (92.3800)
20,layer2.2.conv3,9,0.9,1.0395 (1.0083),73.8281 (74.9100),92.5781 (92.3800)
21,layer2.3.conv1,1,0.09999999999999999,0.9867 (0.9627),75.0000 (76.0160),92.5781 (92.9360)
21,layer2.3.conv1,1,0.09999999999999999,0.9511 (0.9627),76.1719 (76.0160),93.3594 (92.9360)
21,layer2.3.conv1,2,0.19999999999999998,0.9870 (0.9629),74.6094 (76.0080),92.5781 (92.9320)
21,layer2.3.conv1,2,0.19999999999999998,0.9509 (0.9629),76.1719 (76.0080),93.3594 (92.9320)
21,layer2.3.conv1,3,0.3,0.9498 (0.9631),76.1719 (75.9960),93.3594 (92.9160)
21,layer2.3.conv1,3,0.3,0.9863 (0.9631),74.4048 (75.9960),92.5781 (92.9160)
21,layer2.3.conv1,4,0.39999999999999997,0.9868 (0.9637),74.4048 (75.9960),92.5781 (92.8880)
21,layer2.3.conv1,4,0.39999999999999997,0.9506 (0.9637),75.7812 (75.9960),92.9688 (92.8880)
21,layer2.3.conv1,5,0.5,0.9851 (0.9643),74.6094 (75.9760),92.5781 (92.8820)
21,layer2.3.conv1,5,0.5,0.9526 (0.9643),75.7812 (75.9760),93.3594 (92.8820)
21,layer2.3.conv1,6,0.6,0.9910 (0.9661),74.6094 (75.9760),92.5781 (92.8760)
21,layer2.3.conv1,6,0.6,0.9498 (0.9661),75.7812 (75.9760),92.9688 (92.8760)
21,layer2.3.conv1,7,0.7000000000000001,0.9598 (0.9739),75.0000 (75.8200),92.9688 (92.7580)
21,layer2.3.conv1,7,0.7000000000000001,1.0061 (0.9739),75.0000 (75.8200),92.1875 (92.7580)
21,layer2.3.conv1,8,0.7999999999999999,0.9696 (0.9857),75.3906 (75.6100),92.9688 (92.6200)
21,layer2.3.conv1,8,0.7999999999999999,1.0243 (0.9857),75.3906 (75.6100),92.1875 (92.6200)
21,layer2.3.conv1,9,0.9,1.0101 (1.0238),75.0000 (74.6540),92.9688 (92.2100)
21,layer2.3.conv1,9,0.9,1.0568 (1.0238),73.4375 (74.6540),91.4062 (92.2100)
22,layer2.3.conv2,1,0.09999999999999999,0.9514 (0.9627),76.1719 (75.9940),93.3594 (92.9460)
22,layer2.3.conv2,1,0.09999999999999999,0.9867 (0.9627),75.0000 (75.9940),92.5781 (92.9460)
22,layer2.3.conv2,2,0.19999999999999998,0.9879 (0.9630),75.0000 (75.9880),92.9688 (92.9580)
22,layer2.3.conv2,2,0.19999999999999998,0.9518 (0.9630),76.1719 (75.9880),93.3594 (92.9580)
22,layer2.3.conv2,3,0.3,0.9555 (0.9628),75.7812 (75.9820),93.3594 (92.9280)
22,layer2.3.conv2,3,0.3,0.9878 (0.9628),75.0000 (75.9820),92.9688 (92.9280)
22,layer2.3.conv2,4,0.39999999999999997,0.9561 (0.9637),75.7812 (75.9900),93.3594 (92.9460)
22,layer2.3.conv2,4,0.39999999999999997,0.9906 (0.9637),75.0000 (75.9900),92.5781 (92.9460)
22,layer2.3.conv2,5,0.5,0.9596 (0.9664),75.7812 (75.9440),93.3594 (92.8660)
22,layer2.3.conv2,5,0.5,0.9924 (0.9664),75.0000 (75.9440),93.3594 (92.8660)
22,layer2.3.conv2,6,0.6,0.9759 (0.9718),75.7812 (75.8620),93.3594 (92.7740)
22,layer2.3.conv2,6,0.6,0.9960 (0.9718),75.0000 (75.8620),92.9688 (92.7740)
22,layer2.3.conv2,7,0.7000000000000001,0.9911 (0.9774),75.0000 (75.7000),92.5781 (92.7020)
22,layer2.3.conv2,7,0.7000000000000001,0.9860 (0.9774),75.3906 (75.7000),92.9688 (92.7020)
22,layer2.3.conv2,8,0.7999999999999999,1.0043 (0.9960),74.2188 (75.2280),92.1875 (92.3880)
22,layer2.3.conv2,8,0.7999999999999999,0.9910 (0.9960),74.6094 (75.2280),92.1875 (92.3880)
22,layer2.3.conv2,9,0.9,1.0453 (1.0181),73.8281 (74.7460),91.7969 (92.1580)
22,layer2.3.conv2,9,0.9,1.0164 (1.0181),73.8281 (74.7460),91.7969 (92.1580)
23,layer2.3.conv3,1,0.09999999999999999,0.9509 (0.9626),76.1719 (75.9960),93.3594 (92.9380)
23,layer2.3.conv3,1,0.09999999999999999,0.9862 (0.9626),75.0000 (75.9960),92.5781 (92.9380)
23,layer2.3.conv3,2,0.19999999999999998,0.9862 (0.9627),75.0000 (76.0140),92.5781 (92.9360)
23,layer2.3.conv3,2,0.19999999999999998,0.9517 (0.9627),76.1719 (76.0140),93.3594 (92.9360)
23,layer2.3.conv3,3,0.3,0.9532 (0.9627),75.7812 (76.0060),93.3594 (92.9540)
23,layer2.3.conv3,3,0.3,0.9864 (0.9627),75.0000 (76.0060),92.9688 (92.9540)
23,layer2.3.conv3,4,0.39999999999999997,0.9522 (0.9629),75.7812 (76.0060),93.3594 (92.9120)
23,layer2.3.conv3,4,0.39999999999999997,0.9896 (0.9629),74.6094 (76.0060),92.9688 (92.9120)
23,layer2.3.conv3,5,0.5,0.9875 (0.9630),74.4048 (76.0600),93.3594 (92.9100)
23,layer2.3.conv3,5,0.5,0.9501 (0.9630),76.1719 (76.0600),93.3594 (92.9100)
23,layer2.3.conv3,6,0.6,0.9519 (0.9639),75.7812 (76.0220),93.3594 (92.8820)
23,layer2.3.conv3,6,0.6,0.9878 (0.9639),75.0000 (76.0220),93.3594 (92.8820)
23,layer2.3.conv3,7,0.7000000000000001,0.9899 (0.9663),74.6094 (75.8680),92.5781 (92.8600)
23,layer2.3.conv3,7,0.7000000000000001,0.9433 (0.9663),75.7812 (75.8680),93.3594 (92.8600)
23,layer2.3.conv3,8,0.7999999999999999,0.9619 (0.9754),75.7812 (75.6260),92.9688 (92.7360)
23,layer2.3.conv3,8,0.7999999999999999,1.0075 (0.9754),74.2188 (75.6260),92.1875 (92.7360)
23,layer2.3.conv3,9,0.9,1.0132 (26158101141379.6172),75.7812 (74.6700),92.5781 (92.3520)
23,layer2.3.conv3,9,0.9,1.0379 (26158101141379.6172),73.4375 (74.6700),91.4062 (92.3520)
24,layer3.0.conv1,1,0.09999999999999999,0.9867 (0.9627),75.0000 (76.0200),92.5781 (92.9500)
24,layer3.0.conv1,1,0.09999999999999999,0.9518 (0.9627),76.1719 (76.0200),93.3594 (92.9500)
24,layer3.0.conv1,2,0.19999999999999998,0.9506 (0.9634),75.7812 (75.9920),93.3594 (92.9500)
24,layer3.0.conv1,2,0.19999999999999998,0.9869 (0.9634),75.0000 (75.9920),92.5781 (92.9500)
24,layer3.0.conv1,3,0.3,0.9525 (0.9645),75.7812 (75.9880),93.3594 (92.9300)
24,layer3.0.conv1,3,0.3,0.9855 (0.9645),75.0000 (75.9880),92.5781 (92.9300)
24,layer3.0.conv1,4,0.39999999999999997,0.9665 (0.9705),75.3906 (75.8800),93.3594 (92.8320)
24,layer3.0.conv1,4,0.39999999999999997,0.9909 (0.9705),74.2188 (75.8800),92.5781 (92.8320)
24,layer3.0.conv1,5,0.5,0.9891 (0.9770),74.4048 (75.6760),92.5781 (92.7300)
24,layer3.0.conv1,5,0.5,0.9718 (0.9770),76.1719 (75.6760),93.3594 (92.7300)
24,layer3.0.conv1,6,0.6,1.0045 (0.9849),74.6094 (75.5300),92.5781 (92.6080)
24,layer3.0.conv1,6,0.6,0.9764 (0.9849),75.3906 (75.5300),92.5781 (92.6080)
24,layer3.0.conv1,7,0.7000000000000001,1.0454 (1.0145),73.4375 (74.8700),92.1875 (92.2380)
24,layer3.0.conv1,7,0.7000000000000001,1.0099 (1.0145),74.6094 (74.8700),92.1875 (92.2380)
24,layer3.0.conv1,8,0.7999999999999999,1.0886 (1.0850),73.0469 (73.1660),91.4062 (91.3460)
24,layer3.0.conv1,8,0.7999999999999999,1.1148 (1.0850),72.2656 (73.1660),91.0156 (91.3460)
24,layer3.0.conv1,9,0.9,1.3162 (1.3897),67.1875 (66.5960),87.5000 (87.2860)
24,layer3.0.conv1,9,0.9,1.4297 (1.3897),65.2344 (66.5960),86.3281 (87.2860)
25,layer3.0.conv2,1,0.09999999999999999,0.9511 (0.9627),76.1719 (76.0100),93.3594 (92.9260)
25,layer3.0.conv2,1,0.09999999999999999,0.9863 (0.9627),75.0000 (76.0100),92.5781 (92.9260)
25,layer3.0.conv2,2,0.19999999999999998,0.9857 (0.9628),75.0000 (75.9840),92.5781 (92.9300)
25,layer3.0.conv2,2,0.19999999999999998,0.9500 (0.9628),75.7812 (75.9840),92.9688 (92.9300)
25,layer3.0.conv2,3,0.3,0.9866 (0.9626),75.0000 (75.9680),92.9688 (92.9420)
25,layer3.0.conv2,3,0.3,0.9499 (0.9626),75.7812 (75.9680),93.3594 (92.9420)
25,layer3.0.conv2,4,0.39999999999999997,0.9527 (0.9627),75.7812 (76.0420),93.3594 (92.9380)
25,layer3.0.conv2,4,0.39999999999999997,0.9893 (0.9627),75.0000 (76.0420),92.5781 (92.9380)
25,layer3.0.conv2,5,0.5,0.9970 (27146318881270.5273),74.6094 (76.0540),92.5781 (92.9220)
25,layer3.0.conv2,5,0.5,0.9593 (27146318881270.5273),75.7812 (76.0540),93.3594 (92.9220)
25,layer3.0.conv2,6,0.6,1.0061 (0.9688),75.0000 (75.8440),92.5781 (92.8480)
25,layer3.0.conv2,6,0.6,0.9663 (0.9688),76.1719 (75.8440),92.9688 (92.8480)
25,layer3.0.conv2,7,0.7000000000000001,1.0190 (0.9826),74.6094 (75.5960),92.5781 (92.6280)
25,layer3.0.conv2,7,0.7000000000000001,0.9789 (0.9826),75.7812 (75.5960),92.9688 (92.6280)
25,layer3.0.conv2,8,0.7999999999999999,1.0407 (1.0139),73.8281 (74.6320),91.7969 (92.2940)
25,layer3.0.conv2,8,0.7999999999999999,1.0199 (1.0139),74.6094 (74.6320),92.5781 (92.2940)
25,layer3.0.conv2,9,0.9,1.1497 (1.1340),71.4844 (71.9040),90.6250 (90.6900)
25,layer3.0.conv2,9,0.9,1.1567 (1.1340),71.4844 (71.9040),90.2344 (90.6900)
26,layer3.0.conv3,1,0.09999999999999999,0.9863 (0.9625),75.0000 (76.0200),92.5781 (92.9380)
26,layer3.0.conv3,1,0.09999999999999999,0.9510 (0.9625),76.1719 (76.0200),93.3594 (92.9380)
26,layer3.0.conv3,2,0.19999999999999998,0.9530 (0.9625),76.1719 (75.9920),93.3594 (92.9580)
26,layer3.0.conv3,2,0.19999999999999998,0.9864 (0.9625),75.0000 (75.9920),92.9688 (92.9580)
26,layer3.0.conv3,3,0.3,0.9541 (0.9633),76.1719 (76.0080),93.3594 (92.9360)
26,layer3.0.conv3,3,0.3,0.9869 (0.9633),75.0000 (76.0080),92.9688 (92.9360)
26,layer3.0.conv3,4,0.39999999999999997,0.9605 (0.9628),75.7812 (76.0300),93.3594 (92.9160)
26,layer3.0.conv3,4,0.39999999999999997,0.9874 (0.9628),74.6094 (76.0300),92.9688 (92.9160)
26,layer3.0.conv3,5,0.5,0.9939 (0.9645),74.6094 (75.9200),92.5781 (92.9340)
26,layer3.0.conv3,5,0.5,0.9597 (0.9645),75.7812 (75.9200),93.3594 (92.9340)
26,layer3.0.conv3,6,0.6,1.0000 (0.9706),75.0000 (75.8380),92.5781 (92.7920)
26,layer3.0.conv3,6,0.6,0.9707 (0.9706),76.1719 (75.8380),92.9688 (92.7920)
26,layer3.0.conv3,7,0.7000000000000001,1.0128 (0.9815),75.0000 (75.5800),92.2619 (92.6040)
26,layer3.0.conv3,7,0.7000000000000001,0.9638 (0.9815),75.7812 (75.5800),92.1875 (92.6040)
26,layer3.0.conv3,8,0.7999999999999999,1.0402 (1.0175),73.4375 (74.7440),92.2619 (92.2040)
26,layer3.0.conv3,8,0.7999999999999999,1.0036 (1.0175),74.6094 (74.7440),91.7969 (92.2040)
26,layer3.0.conv3,9,0.9,1.1656 (1.1676),71.4844 (71.1980),90.2344 (90.3600)
26,layer3.0.conv3,9,0.9,1.2105 (1.1676),70.7031 (71.1980),89.0625 (90.3600)
27,layer3.0.downsample.0,1,0.09999999999999999,0.9509 (0.9627),76.1719 (76.0180),93.3594 (92.9300)
27,layer3.0.downsample.0,1,0.09999999999999999,0.9865 (0.9627),75.0000 (76.0180),92.5781 (92.9300)
27,layer3.0.downsample.0,2,0.19999999999999998,0.9516 (0.9629),76.1719 (76.0000),93.3594 (92.9440)
27,layer3.0.downsample.0,2,0.19999999999999998,0.9862 (0.9629),74.6094 (76.0000),92.5781 (92.9440)
27,layer3.0.downsample.0,3,0.3,0.9875 (0.9632),74.6094 (75.9900),92.5781 (92.9460)
27,layer3.0.downsample.0,3,0.3,0.9538 (0.9632),76.1719 (75.9900),93.3594 (92.9460)
27,layer3.0.downsample.0,4,0.39999999999999997,0.9863 (0.9640),74.6094 (75.9620),92.5781 (92.9520)
27,layer3.0.downsample.0,4,0.39999999999999997,0.9533 (0.9640),75.7812 (75.9620),93.3594 (92.9520)
27,layer3.0.downsample.0,5,0.5,0.9872 (0.9644),74.4048 (75.9620),92.9688 (92.9740)
27,layer3.0.downsample.0,5,0.5,0.9624 (0.9644),75.7812 (75.9620),93.3594 (92.9740)
27,layer3.0.downsample.0,6,0.6,0.9863 (0.9656),74.4048 (75.9920),92.5781 (92.8980)
27,layer3.0.downsample.0,6,0.6,0.9646 (0.9656),75.3906 (75.9920),93.3594 (92.8980)
27,layer3.0.downsample.0,7,0.7000000000000001,0.9708 (0.9701),75.7812 (75.8460),93.3594 (92.8660)
27,layer3.0.downsample.0,7,0.7000000000000001,0.9903 (0.9701),74.6094 (75.8460),92.5781 (92.8660)
27,layer3.0.downsample.0,8,0.7999999999999999,0.9563 (0.9792),75.3906 (75.6260),92.9688 (92.6640)
27,layer3.0.downsample.0,8,0.7999999999999999,1.0125 (0.9792),74.2188 (75.6260),92.5781 (92.6640)
27,layer3.0.downsample.0,9,0.9,1.0068 (1.0216),74.2188 (74.6480),92.9688 (92.1160)
27,layer3.0.downsample.0,9,0.9,1.0702 (1.0216),73.8281 (74.6480),91.4062 (92.1160)
28,layer3.1.conv1,1,0.09999999999999999,0.9865 (0.9627),75.0000 (76.0080),92.5781 (92.9400)
28,layer3.1.conv1,1,0.09999999999999999,0.9512 (0.9627),76.1719 (76.0080),93.3594 (92.9400)
